sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
0,0.058738225663846295,0.043522129933544595,0,0,0,0,0,0,9.683850016184415,168,2
1,0.6222855370406458,0.29667317884670036,0,0,0,0,0,0,7.4575703739811745,186,3
2,0.08742003481816989,0.07055816113643343,0,0,0,0,0,0,10.089131971450234,120,2
3,0.22569442989939403,0.10935504332681356,0,0,0,0,0,0,7.488761024304655,160,2
4,0.2723516274840387,0.19466885572154802,0,0,0,0,0,1,8.522216822076652,164,2
5,0.2298711526397747,0.2137737795035544,0,0,0,0,0,0,8.835561295399273,184,4
6,0.20207557096352569,0.15815054013783583,0,0,0,0,0,0,8.978620596806946,113,3
7,3.1314122484041857,0.6551080502162535,5,5,0,0,0,0,8.996486691860246,152,2
8,0.11349958118008659,0.09500017939339594,0,0,0,0,0,1,18.106823305438372,82,2
9,0.375335455377747,0.23196205001868309,0,0,0,0,0,0,8.371011368748595,111,2
10,0.4442641884744548,0.3362939347028877,0,0,0,1,0,0,8.278540584998632,200,5
11,0.07253921291121143,0.06309175300526637,0,0,0,0,0,0,6.476225739770173,154,2
12,0.09305381554454323,0.07668821493499182,0,0,0,1,0,0,9.638945319227735,200,3
13,0.04883433577394863,0.040906461699078266,0,0,0,0,0,0,7.647126611857796,101,2
14,0.291572427738494,0.12870264001204634,0,0,0,1,0,0,7.087634915178451,200,3
15,0.06154067364032624,0.036982095925861824,0,0,0,0,0,0,8.250484911613919,167,2
16,0.548539918482113,0.29262874748971884,0,0,0,1,0,0,7.572641610056115,200,3
17,0.07598194895148358,0.06156397943199223,0,0,0,0,0,0,9.357186030671983,141,2
18,0.3759311838360887,0.1860269826599936,0,0,0,0,0,0,8.182464915855887,199,4
19,0.29813692020770177,0.25500034514701303,0,0,0,1,0,0,7.666838865848934,200,4
20,1.2038987652448143,0.32016868830100875,0,0,0,0,0,0,12.524114821685037,151,2
21,0.7485924067708144,0.4402831123768072,0,0,0,0,0,0,11.274646452588224,164,3
22,0.4863578864607441,0.22636401666915826,0,0,0,2,0,0,6.680556605631809,200,2
23,0.1816250845114729,0.12776491326951556,0,0,0,1,0,0,7.110311787255084,200,3
24,0.06838887280137868,0.059112559300851505,0,0,0,0,0,0,9.454010875917179,140,2
25,0,0,0,0,0,0,0,0,9.461452637347385,174,1
26,0.9209667746616693,0.576066862098894,0,0,0,0,0,0,10.009996849992296,138,3
27,0.6091641563536814,0.4188496793287262,0,0,0,1,0,0,8.264643504178968,200,5
28,0.5361656826699506,0.29946459428333233,0,0,0,1,0,5,10.762796067143618,76,2
29,0.08437778613544092,0.0712235195520745,0,0,0,1,0,0,7.30985746337506,200,3
30,0.14218382262798607,0.08290307860172216,0,0,0,2,0,0,6.194527275471437,200,3
31,0.07709739194407472,0.06855252622873505,0,0,0,0,0,0,8.542163599894254,113,2
32,0.11342689519526555,0.07570674916352285,0,0,0,1,0,0,8.972871860768706,200,3
33,0.10747029056546718,0.09022576942229057,0,0,0,0,0,0,9.008433664505938,114,2
34,0.4753977041138155,0.24927575959336082,4,4,0,1,0,5,7.080669107979816,80,2
35,2.312674904712135,1.1013326666899141,0,0,0,0,0,0,10.376949650565065,76,3
36,2.3613908540145534,0.9736514564621129,0,0,0,0,0,1,10.770407046287271,77,2
37,0.07027390557223165,0.04343728570972529,0,0,0,0,0,0,7.74921838185986,198,2
38,0.06192250676611713,0.052637594723997136,0,0,0,0,0,0,9.894668777328672,144,2
39,0.08487691060398665,0.06984313503911868,0,0,0,0,0,0,9.09245063711745,157,2
40,1.4541566377966393,0.7461232689208981,0,0,0,1,0,0,7.193577676696079,200,5
41,1.1007885744106072,0.5341433450350416,0,0,0,0,0,0,7.065741681567305,198,5
42,0.35595098460509805,0.17188624579265338,1,1,0,0,0,0,8.702512575530688,183,3
43,0.12113667748320842,0.061850663390281224,0,0,0,1,0,0,6.180677513418371,200,2
44,0.21311170308963578,0.08342440476253082,37,0,37,2,0,0,5.905846159289267,200,2
45,0.04043024233185267,0.03349909389525542,0,0,0,0,0,0,7.531584873906833,191,2
46,1.0911864620533458,0.2705804548377861,0,0,0,1,0,0,7.662398180149747,200,3
47,0.20739943698951507,0.15248883027480545,0,0,0,1,0,0,8.251269832593174,200,4
48,0.0550634997054962,0.04777428729572126,0,0,0,1,0,0,6.691973644109581,200,2
49,0,0,0,0,0,0,0,0,7.512238893040687,182,1
