sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
0,0.13729547325340702,0.07574478547774471,0,0,0,1,0,0,8.30178164433277,200,2
1,1.2872200245386831,0.8235992606355237,0,0,0,1,0,0,7.94193684074649,200,4
2,0.4306930933315542,0.092154695734579,0,0,0,0,0,0,8.298335474902059,154,3
3,1.2300820391720177,0.6370855623857802,0,0,0,1,0,0,7.294396763647667,200,4
4,0.006255052660040679,0.006035482659204248,0,0,0,0,0,0,9.099078707441555,182,2
5,0.8621266742114928,0.3122598045637919,0,0,0,0,0,0,7.14449885554049,194,2
6,1.996483911842843,0.9082617067495422,0,0,0,0,0,0,8.356001995043124,108,3
7,0.21911124738774077,0.1004818868120694,0,0,0,0,0,0,8.564214569345644,155,3
8,0.0733570681043909,0.05056306142353713,0,0,0,0,0,0,8.076871933576841,196,2
9,1.5868367255070748,0.6256884998122537,9,1,8,0,0,1,7.916702099260727,131,2
10,0.04311129348750831,0.023782960670481336,0,0,0,0,0,0,6.046773659222999,194,2
11,0.03715197480049787,0.016245606861415837,0,0,0,0,0,0,9.252820706367155,153,2
12,0.5583161538361113,0.28805969695178074,0,0,0,0,0,0,7.65314637858226,151,3
13,0.5456407538284608,0.19437645771288187,3,1,2,0,0,1,7.4066783591744905,128,2
14,0.0476065988756792,0.02674471938870774,0,0,0,1,0,0,6.997206509447252,200,2
15,0.1079654947530013,0.03212114865599943,0,0,0,0,0,0,7.575553378955105,137,2
16,0.02499658604994105,0.02276645300606867,0,0,0,1,0,5,8.582831700589821,173,2
17,0.6412569256464001,0.16834513645684498,0,0,0,1,0,5,11.600150776291198,176,2
18,0.9857519381017182,0.20066086885288828,0,0,0,1,0,8,7.048706598581653,193,4
19,0.08176733462266216,0.03694848887711394,0,0,0,1,0,0,7.777464461754644,200,2
20,0.04564507149001714,0.040730140610691704,0,0,0,0,0,0,10.729517526973314,191,2
21,0,0,0,0,0,0,0,0,7.851867175755986,105,1
22,0.051410718414282554,0.012574115829394411,0,0,0,0,0,0,9.73652630878476,145,2
23,0.031489284792042695,0.028729346103138428,0,0,0,1,0,0,7.390159533098684,200,2
24,0.776363515626443,0.36514336568973477,0,0,0,0,0,0,8.083159319034266,112,3
25,0.0364267735029673,0.02451791829112274,0,0,0,0,0,0,7.0095248205169405,170,2
26,0.021538295762763705,0.01885837292316384,0,0,0,0,0,0,5.971980016456203,195,2
27,0.7971773929143438,0.4089885040985671,0,0,0,1,0,5,8.6121471649967,126,3
28,2.8171645739029865,1.1026569963255006,0,0,0,1,0,0,8.464888835519991,200,4
29,0.055588817974476956,0.044543076600093816,0,0,0,0,0,0,6.69970165702794,180,3
30,0.06341513569045953,0.0586181494353033,0,0,0,0,0,0,9.271423428819373,146,3
31,1.344722991652495,0.665632148897966,27,27,0,1,0,0,7.923770088815745,200,4
32,0.04869316031006765,0.03425596275692377,0,0,0,2,0,0,6.53493642044973,200,2
33,0.03997750282241319,0.006666397449656732,0,0,0,1,0,0,6.35362736261425,200,2
34,0.10863641584884992,0.046062620133520325,0,0,0,0,0,0,8.47444099503868,140,2
35,0.1281005502787841,0.046386533558116345,0,0,0,1,0,0,7.7538567888323024,200,2
36,0.5667044247125248,0.19430418592331686,0,0,0,1,0,0,7.7190802611157485,200,3
37,0.04529806109494865,0.034527785215741236,0,0,0,0,0,0,8.025917747009716,139,2
38,0.3168048780451282,0.22669374020078759,0,0,0,0,0,0,8.185068651876755,165,4
39,0.6277294471020137,0.35321273577382245,0,0,0,1,0,0,7.333173414061111,200,5
40,0.11551395332407673,0.08636285013590937,0,0,0,0,0,0,8.776771880935318,143,2
41,0.1600666853333773,0.0535485759158135,0,0,0,1,0,0,7.76534977655604,200,2
42,1.2348182010960982,0.38541796150748725,0,0,0,1,0,5,6.248336229837631,194,3
43,1.0358834211795065,0.29670268882223544,0,0,0,0,0,0,7.518387518399238,163,2
44,0.044756948091485976,0.03589983944760636,0,0,0,1,0,0,8.342527445046251,200,2
45,0.42277674055310616,0.2147306051263024,0,0,0,0,0,0,8.051525264667827,185,2
46,0.7683802070680608,0.4811922518974327,0,0,0,1,0,0,8.026201891252278,200,4
47,0.6671899240535345,0.24009241070598147,0,0,0,1,0,5,10.201282829443565,124,2
48,0.26856421399953384,0.14079926391659084,0,0,0,1,0,0,7.780460106854572,200,2
49,0.04818831614812867,0.02886382685556788,0,0,0,1,0,0,8.689852495306004,200,2
50,0.7099374727316657,0.08620820821412796,0,0,0,1,0,5,8.934358561742823,153,2
51,0.46788261138876797,0.3323856650354479,0,0,0,1,0,0,7.475961890398243,200,2
52,2.8868398262845436,2.0403696652965686,0,0,0,1,0,0,7.701093994443389,200,6
53,0.5645845174491895,0.15971575254552867,2,2,0,1,0,0,7.294065530964579,200,5
54,0.20292243900963633,0.08615633483659055,0,0,0,0,0,0,7.609783479436479,163,2
55,0.008115450394773592,0.007902570747336427,0,0,0,0,0,0,10.010136471197045,136,2
56,0.34985697530600374,0.15264451498837414,0,0,0,1,0,0,7.627892392067859,200,4
57,0.08748977710098482,0.049527258672112766,0,0,0,0,0,0,6.933124378775196,142,2
58,0.9174425781065594,0.4731620206478654,0,0,0,0,0,0,7.778771191341492,115,3
59,0.3034477825341527,0.16816959653418265,9,3,6,0,0,0,6.747652111496736,126,2
60,0,0,0,0,0,1,0,0,8.22707531442122,200,1
61,0.03097036768623311,0.025613959283219783,0,0,0,1,0,0,6.268029502239618,200,2
62,0.26743181742320377,0.1605874027320246,0,0,0,0,0,0,7.500726364869231,200,2
63,0.1255115529634013,0.03468162170426109,0,0,0,0,0,0,7.887036458287653,126,2
64,0.04680574355755882,0.024166944574820385,0,0,0,0,0,3,8.56508514422689,170,2
65,0.04958649243677511,0.018560910664908784,0,0,0,1,0,0,7.062977450236331,200,2
66,0.46356296473465214,0.33344585625402273,3,2,1,0,0,1,8.66221429179838,187,3
67,0.07368979775066221,0.047665079290574654,0,0,0,1,0,0,7.093598963198575,200,2
68,0.19422877849289272,0.1601673571723631,0,0,0,2,0,0,7.183568427427488,200,4
69,0.4470275140201564,0.2799237715695062,0,0,0,2,0,0,6.994817083631391,200,4
70,0.1570967623311291,0.06689807926269566,0,0,0,0,0,0,9.084620998112394,194,2
71,0.44646608579643876,0.184981921674123,0,0,0,0,0,0,8.076914173833952,156,4
72,0.25423788881475295,0.15975012352220652,0,0,0,1,0,1,7.792219321336888,200,4
73,0.03697447864586765,0.008813646937267253,0,0,0,0,0,0,8.565653842050128,146,2
74,0.13048306854147057,0.05322316978511572,0,0,0,0,0,0,8.735891510801293,175,3
75,0.027032997699098626,0.024965986338925078,0,0,0,1,0,0,8.264581613163443,200,2
76,0.1042031242514618,0.06662077705648427,0,0,0,1,0,0,7.353297934441136,200,3
77,0.5713495426776083,0.20458885052022302,0,0,0,1,0,0,7.51562505191585,200,2
78,0.07692650935861417,0.06751015210196827,0,0,0,0,0,0,9.732603948093354,171,2
79,0.020940459970906763,0.008612672590554165,0,0,0,1,0,0,5.805146083645557,200,2
80,0.12119879202360391,0.04625000274683061,0,0,0,0,0,0,7.9962209944981355,150,2
81,0.06447934041567677,0.033093273303277375,0,0,0,0,0,0,8.802463303731434,136,2
82,0.13174103619308364,0.06267829088880299,0,0,0,1,0,0,8.573040220473587,200,3
83,0.3897147136011015,0.18977381026891504,0,0,0,1,0,0,7.9261423139050615,200,4
84,0.056522411252942134,0.04914938595354496,0,0,0,0,0,0,7.725977385671946,106,2
85,0.08511202213655734,0.06725938682732867,0,0,0,0,0,3,11.971645157631738,91,2
86,0.8947794936156528,0.2942215931034298,0,0,0,1,0,0,8.352925744081205,200,2
87,0.12374722510745244,0.0688486156737638,0,0,0,0,0,0,8.322704329929303,180,2
88,0.10718901977065169,0.05781380019557513,0,0,0,2,0,0,7.170792297460203,200,2
89,0.08097574902008649,0.07166461962967886,0,0,0,1,0,0,7.26253185029826,200,3
90,0.016710331937375894,0.01590062931158303,0,0,0,1,0,5,9.54590088292817,180,2
91,0.7916466845268545,0.4755169876611663,0,0,0,0,0,0,7.502105884170093,187,3
92,0.01214556267532312,0.011463555884360746,0,0,0,1,0,0,6.443803831866893,200,2
93,0.4877075743050803,0.1507487808181418,0,0,0,1,0,0,7.931861676786924,200,4
94,0.856701653025514,0.44583577071242636,0,0,0,0,0,0,10.085354087986461,120,2
95,0.5086949095864078,0.058974446727505424,0,0,0,0,0,0,8.376257881268046,135,3
96,0.6696872938302321,0.4048861119895478,2,2,0,0,0,0,8.581397144020311,177,3
97,0.0027792632987209565,0.0027506991444034533,0,0,0,1,0,0,8.929645423198,200,2
98,0.18963952475684484,0.11589987648790855,0,0,0,0,0,0,7.556381555404783,184,3
99,0.4250389909807985,0.13491793150036668,0,0,0,1,0,0,7.16289455271755,200,3
100,0.28985716943014667,0.23632452849443789,0,0,0,0,0,0,8.868144867562648,138,2
101,1.9509239040760369,0.39850754000737415,6,3,3,1,0,1,7.623107976288464,200,2
102,1.0706921774969738,0.40471880709577046,0,0,0,2,0,0,7.299377252820457,200,4
103,0.44416529171953095,0.20781162284807464,0,0,0,0,0,0,8.051047407199128,164,3
104,0.9166311298089208,0.7561657697968022,0,0,0,0,0,0,6.629239329372126,198,5
105,1.056460296353631,0.434750476688632,0,0,0,0,0,0,10.044520173694465,162,3
106,0.09117186678908831,0.04054476331851624,0,0,0,1,0,2,6.426406633665718,200,2
107,0.021675330213491335,0.01993291459954822,0,0,0,1,0,0,8.263291964740935,200,2
108,0.11919292675127696,0.05589428553821819,0,0,0,1,0,0,7.495286366152041,200,3
109,0.05585912950925846,0.0377539291222314,0,0,0,2,0,0,6.122201068860887,200,2
110,0.2025148448905418,0.10695903171149479,0,0,0,0,0,0,7.464729615163175,95,2
111,0.6181514015187464,0.36605445372664264,0,0,0,1,0,0,8.792534746148126,200,4
112,0.045824603377898704,0.016949209971306674,0,0,0,0,0,0,7.6796824601748614,195,2
113,1.160430280063576,0.2964268927555631,18,5,13,0,0,2,8.591211633166688,163,3
114,0.12192906092807151,0.09425865923087041,0,0,0,0,0,0,6.891891090476247,134,2
115,0,0,0,0,0,1,0,5,9.15383315480546,119,1
116,0.7477429016870762,0.3110299172183739,0,0,0,1,0,0,8.67441039531155,200,5
117,0.13363252469257417,0.0688787792541049,13,2,11,2,0,0,7.055901028626595,200,2
118,0.03541977094575954,0.0198539984531019,0,0,0,1,0,0,7.789422339744739,200,2
119,0.030692510740375812,0.028286957039258105,0,0,0,0,0,0,8.192688812859592,186,2
120,0.20246829183585865,0.12621269561779955,0,0,0,0,0,0,12.201976961832072,92,2
121,0.007693074240661374,0.007546083147950951,0,0,0,1,0,0,8.87418242096073,200,2
122,0.5407488804643885,0.4449603177872064,0,0,0,1,0,0,8.585401858199875,200,5
123,0.10698609381376578,0.08074237405984108,0,0,0,0,0,0,9.242380989598162,171,2
124,0.5660937389696148,0.23041818695158586,0,0,0,1,0,0,7.927267681865637,200,4
125,1.3289074449698224,0.7333649661336817,0,0,0,2,0,0,7.189587000408973,200,4
126,2.563124923630903,0.5541863501736302,0,0,0,0,0,0,11.561469796738484,139,2
127,1.8668538848440899,1.0222357446210069,0,0,0,1,0,4,8.636368407669604,200,3
128,0.29449961830295046,0.15777435990901154,0,0,0,0,0,0,7.387030313136102,186,3
129,0.0021312582349949575,0.0021184958936541877,0,0,0,0,0,0,8.88586273920172,146,2
130,1.4551206008839657,0.6007085652108515,0,0,0,0,0,0,7.462936374614654,186,4
131,0.49511152818022375,0.2135491041941236,0,0,0,1,0,5,8.267209518926247,116,2
132,0.7435617843110901,0.2662702590271331,0,0,0,2,0,10,7.525659038219674,171,3
133,0.07845946061163127,0.017838480940866114,0,0,0,1,0,0,8.590128147673283,200,2
134,0.7390439772174836,0.2570216378262995,0,0,0,1,0,0,7.133730269413221,200,3
135,0.30456346303957965,0.11230552199805499,0,0,0,0,0,0,8.291725007167182,142,3
136,0.7060388728884593,0.2451350374459322,0,0,0,2,0,0,7.804792928274545,200,2
137,0.13479704885636096,0.06399341288617631,0,0,0,1,0,0,6.239993726776173,200,3
138,0.6613609101146176,0.21118212904969552,0,0,0,1,0,0,8.789956043594238,200,3
139,0.886553946343839,0.252064469381314,1,1,0,1,0,0,8.424829391297115,200,6
140,0.24021702534053457,0.16301783572591136,0,0,0,0,0,0,7.518980838615951,190,2
141,0.2631570535264618,0.15956400725799205,0,0,0,1,0,0,7.763133870671806,200,3
142,0,0,0,0,0,1,0,0,7.622243558545677,200,1
143,0.4916514307801974,0.18098716093952918,0,0,0,1,0,0,7.88580327019302,200,3
144,0.1444008599406439,0.09805764420539795,0,0,0,2,0,0,6.591027482866944,200,4
145,0.11589473199881817,0.02071935857073985,0,0,0,0,0,0,7.162152457762846,148,2
146,0.27046672058131394,0.10172715556057077,0,0,0,1,0,0,6.2281185801328505,200,3
147,0.019309874340499446,0.005334069914192425,0,0,0,0,0,0,6.091229458025293,161,2
148,0.3933807695783236,0.11948227798392314,1,1,0,0,0,0,8.26360474104578,192,3
149,0.6033435867438853,0.19486275866275113,0,0,0,0,0,0,7.172841032660885,164,3
150,0.07701482249352394,0.055522328899175355,0,0,0,1,0,0,8.484129725149247,200,3
151,1.4754650180339064,0.4516992855344702,4,4,0,2,1,5,8.274667595147099,39,2
152,0.6142494947892685,0.4232787096350099,2,2,0,0,0,0,8.668205191295863,199,4
153,0.22670054979533683,0.1362916736231188,0,0,0,1,0,0,6.555689027631223,200,3
154,0.5547011893323791,0.12335430146131643,8,1,7,0,0,0,6.611295180960096,195,2
155,0.06423003790287979,0.04489518872317619,0,0,0,1,0,0,9.630838739588024,200,2
156,0.14127921025266416,0.10101380563822446,0,0,0,0,0,0,7.538396519776046,175,3
157,0.45555864679617464,0.23213951092528778,0,0,0,2,0,5,6.920192313861678,200,3
158,0.20054258114242254,0.08402864629375968,0,0,0,1,0,0,6.6202044539047105,200,2
159,0.16541743837861875,0.13642521062147897,0,0,0,1,0,0,7.643844369899035,200,2
160,0.6212305086964132,0.2689926391705373,0,0,0,1,0,0,8.204737791216898,200,2
161,1.0745781180193168,0.5442859467130247,0,0,0,0,0,0,7.729116502767947,127,3
162,1.4022377626664209,0.3067553073818654,5,4,1,2,0,0,7.180790557993213,200,2
163,0.29483582969037303,0.14151094223101748,0,0,0,0,0,0,8.028604498555323,107,2
164,0.1872726260860474,0.09936183904663733,0,0,0,0,0,0,7.460095884342097,122,2
165,0.21119923401452592,0.11535854555508639,0,0,0,1,0,0,7.669790107889758,200,4
166,0.1274626270360407,0.0391724215336198,0,0,0,0,0,0,9.518562383357512,133,2
167,0.024630446626000595,0.02151084777488702,0,0,0,0,0,0,9.121725527893139,183,2
168,0.3898775075957018,0.2969788536148135,0,0,0,2,0,0,8.384509670373651,200,4
169,0.41222468930371126,0.19304878782996163,0,0,0,0,0,0,7.449899130694889,196,3
170,0.061397954779959775,0.024453125869275467,0,0,0,1,0,3,6.752465990297421,200,2
171,0.0022903505695356153,0.0022451577088572743,0,0,0,1,0,0,5.868807303969044,200,2
172,0.020762326570099028,0.010100888915856211,0,0,0,0,0,0,7.8983162679248675,198,2
173,0.366412774438482,0.17778206697145257,0,0,0,1,0,0,9.044401952556331,200,3
174,0.010434291949575404,0.009689798785165916,0,0,0,1,0,0,8.778424373048924,200,2
175,0.40001980180637287,0.19041023949527108,11,2,9,0,0,1,8.118394145864112,124,2
176,0.06195325668625229,0.054985082921104884,0,0,0,0,0,0,8.412708530298234,189,3
177,0.583819639916829,0.22254559267467183,0,0,0,2,0,0,7.540260943162158,200,2
178,1.1923009250361636,0.8833278810261581,0,0,0,0,0,0,8.836877510059601,166,4
179,0.17812045857656075,0.09203539722560287,0,0,0,0,0,0,7.734828982121324,92,2
180,0.42103963891281504,0.2408993482894613,0,0,0,0,0,0,7.928129388789948,192,2
181,0.4382778532238044,0.16558379898627518,0,0,0,0,0,0,8.27106925483206,189,2
182,2.182701781562901,0.6520892977358315,0,0,0,1,0,5,8.759575483468462,196,5
183,0.6870024461352853,0.40759872202863107,0,0,0,3,0,0,7.403076384279392,200,4
184,0.6121585350743234,0.24488256281096873,0,0,0,0,0,0,9.56527696119755,187,2
185,0.6590856942701556,0.34776658372463504,1,1,0,1,0,0,7.569848141345763,200,3
186,0.10564867945000568,0.06644270105776102,2,2,0,1,0,0,7.829826221506523,200,3
187,0.0554800443092035,0.028247216195183684,0,0,0,2,0,0,5.917789743055698,200,3
188,0.08980277148193071,0.06938182947097667,0,0,0,0,0,0,8.101924339623151,106,2
189,0.8456484357679839,0.3780912420331666,0,0,0,0,0,0,10.946587085428657,123,2
190,0.9897236146934723,0.3844144040489012,0,0,0,1,0,0,7.5136817548813655,200,3
191,0.10456696899048513,0.055234368372343995,0,0,0,1,0,0,7.579095036463554,200,3
192,0.04985503447006484,0.04341304772539579,0,0,0,0,0,0,9.164837473178652,103,2
193,0.04423864942729339,0.03643811794553453,0,0,0,0,0,0,8.339391724296764,167,2
194,0.03258727020099137,0.011490638577593372,0,0,0,1,0,1,7.89625717318148,200,2
195,0.22396270877230742,0.08051771992918554,0,0,0,1,0,0,6.193067381220174,200,2
196,0.24716894933856048,0.056679480121166255,0,0,0,0,0,0,9.254200981792668,131,3
197,0.18142080359117158,0.1158630781339482,0,0,0,1,0,0,7.18419311810836,200,3
198,0.34562483483635426,0.12933520614375923,0,0,0,0,0,0,8.67630393773369,133,3
199,0.04723974785727001,0.04048437930036164,0,0,0,0,0,0,7.860019764364314,86,2
200,0.4857266339427758,0.3169413968071091,0,0,0,0,0,0,8.255321282258588,107,3
201,1.8955267303217909,0.5908903734633316,0,0,0,0,0,0,10.549902598415422,92,2
