sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
0,0.21164467580788418,0.15076325517790223,0,0,0,0,0,3,8.164239012776976,147,3
1,0.24324766687452137,0.18790566238690917,0,0,0,1,0,0,7.657896070913379,200,2
2,0.4532381312601909,0.2504988310932079,0,0,0,0,0,0,8.653209418335885,199,3
3,0.9300713930782847,0.4118007770067627,17,6,11,1,0,0,8.535667482635516,200,4
4,0.562251445578034,0.20936122000815838,0,0,0,0,0,0,9.191515003974263,140,2
5,0.47119196884103837,0.3330764738011577,0,0,0,0,0,0,6.89784281764462,129,4
6,0.8999557485654279,0.6199167272907568,1,1,0,0,0,0,7.284890935696788,178,5
7,0.06453312339866728,0.04492630639609466,0,0,0,1,0,0,8.917968805624485,200,2
8,0.18854769252848702,0.07734259905044298,0,0,0,0,0,0,7.992957583298584,187,3
9,0.11545778054364822,0.03295079427156608,0,0,0,1,0,0,8.875533819290949,200,2
10,1.1239723327070918,0.5088472330370597,0,0,0,2,0,0,8.011994110431262,200,5
11,0.06984588750875148,0.047147322784607905,0,0,0,0,0,4,8.44822586791845,191,2
12,0.025285287507726645,0.008922904201918023,0,0,0,0,0,0,6.05974656432936,133,2
13,2.0235315663239684,0.6997803203535498,0,0,0,0,0,0,8.80285378731962,116,2
14,0.2189112353810741,0.14312458857603663,1,1,0,2,0,8,12.404585944079326,66,2
15,0.3114053045178218,0.05946828429467157,0,0,0,0,0,0,9.33395755979009,175,2
16,0.07088956083777431,0.04887719878410142,0,0,0,1,0,0,10.845785355030882,200,2
17,0.033678979877541766,0.02494944865775213,0,0,0,1,0,0,7.050842244721951,200,2
18,0.9208898279724097,0.5770491366356459,4,4,0,0,0,0,11.958869408349296,74,2
19,0.1226565421474676,0.07303029639075283,0,0,0,1,0,0,7.157024758467131,200,2
20,0.10797722334808871,0.06294678633489864,0,0,0,0,0,0,8.382485393550551,100,2
21,0.08163999075493114,0.0647024693091313,0,0,0,0,0,0,9.419108923413916,88,2
22,0.0011417513065836793,0.001134658223757115,0,0,0,0,0,0,6.683982610737073,191,2
23,0.28585960977740915,0.0992385761481881,5,0,5,2,0,0,7.276630267649365,200,3
24,1.4912317059334304,0.5237103891025255,1,1,0,0,0,0,8.03968668126716,154,5
25,0.033823104229553404,0.025971761489872996,0,0,0,2,0,0,5.993933946165033,200,2
26,0.12864294398123982,0.04977370739966198,0,0,0,0,0,0,9.179165257623731,70,2
27,2.3388245461832,0.6227832630225447,5,5,0,0,0,0,11.562909177941055,160,2
