sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
0,0.09162694557172663,0.08013758689940524,0,0,0,1,0,0,9.053061933151323,200,3
1,0.09162694557172663,0.08013758689940524,0,0,0,1,0,0,9.053061933151323,200,3
2,0.10395676405981738,0.06209422684363359,0,0,0,1,0,1,7.465264161111414,200,3
3,0.05930660271554834,0.04611999531006741,0,0,0,1,0,0,6.354812881592153,200,3
4,0.208097171401877,0.16268016086524745,4,3,1,1,0,1,7.227689649799254,200,4
5,0.208097171401877,0.16268016086524745,4,3,1,1,0,1,7.227689649799254,200,4
6,0.208097171401877,0.16268016086524745,4,3,1,1,0,1,7.227689649799254,200,4
7,0.208097171401877,0.16268016086524745,4,3,1,1,0,1,7.227689649799254,200,4
8,0.8759026643446889,0.2826475089004727,2,2,0,2,0,5,9.284470229799906,200,4
9,0.8759026643446889,0.28173846879306885,0,0,0,2,0,5,9.426240504035384,200,4
10,2.034254420535503,0.9880958625483042,2,2,0,2,0,5,9.953679613574073,200,4
11,2.9967407831079864,1.3929579255983129,0,0,0,1,0,1,7.649037477473039,200,3
12,2.7912568765192844,1.390916715672157,0,0,0,1,0,1,7.7862376204302866,200,3
13,3.2911551261337895,1.0353990811802625,0,0,0,2,0,5,9.772492490069068,200,3
14,3.446589021087996,1.070796899803145,0,0,0,2,0,5,8.835842069792383,200,4
15,3.0857320660248178,0.5662946596864523,0,0,0,2,0,5,9.030380281044147,200,3
16,4.431898694846327,1.4943264095881,0,0,0,3,0,5,8.174676301595936,200,5
17,3.446589021087996,1.070796899803145,0,0,0,2,0,5,8.835842069792383,200,4
18,4.1865209040429665,1.0584813781785634,0,0,0,3,0,5,8.66435453527553,200,4
19,3.446589021087996,1.070796899803145,0,0,0,2,0,5,8.835842069792383,200,4
20,4.749894905045361,1.913103972693562,0,0,0,3,0,5,7.976668934090588,200,6
21,0.40293392518587723,0.1747899664971185,0,0,0,2,0,0,6.43075087933096,200,5
22,0.40293392518587723,0.1747899664971185,0,0,0,2,0,0,6.43075087933096,200,5
23,4.750099131440792,1.9133338009260104,0,0,0,3,0,5,7.976668699791051,200,6
24,4.396028465588424,1.834927373260979,0,0,0,3,0,5,8.096065133510695,200,6
25,4.761542719232452,1.9282563367117822,10,4,6,3,0,6,9.104420129187703,200,6
26,4.72421803945205,1.8837048688454334,10,4,6,3,0,6,9.134069384432662,200,6
27,5.273260099414248,1.7743741865095202,4,2,2,2,0,5,8.691622020388262,200,5
28,5.273260099414248,1.7743741865095202,4,2,2,2,0,5,8.691622020388262,200,5
29,5.126971181190074,2.0130492969603164,12,10,2,2,0,10,8.276477102674601,176,5
30,4.422710746806572,1.493543669030569,9,4,5,2,0,7,8.523286163088375,200,5
31,2.180083143119136,0.7367515817650909,4,2,2,1,0,5,10.568739123204935,167,3
32,5.273260099414248,1.7743741865095202,4,2,2,2,0,5,8.691622020388262,200,5
33,5.273260099414248,1.7743741865095202,4,2,2,2,0,5,8.691622020388262,200,5
34,9.001459045956462,2.061129454489968,0,0,0,2,0,5,8.105105494485484,200,5
35,9.896586323653594,2.604854755717556,0,0,0,2,0,5,7.8650166800860895,200,6
36,9.896586323653594,2.604854755717556,0,0,0,2,0,5,7.8650166800860895,200,6
37,9.896586323653594,2.604854755717556,0,0,0,2,0,5,7.8650166800860895,200,6
38,6.81030600535311,2.268234749649659,3,3,0,1,0,5,8.18708010754658,185,5
39,9.238772177455242,2.634367638358365,0,0,0,3,0,5,7.793847706408983,200,6
40,6.907371114997973,2.359974186886631,0,0,0,2,0,5,8.187065903831794,200,6
41,9.896586323653594,2.604854755717556,0,0,0,2,0,5,7.8650166800860895,200,6
42,9.392031810244685,2.613887551594448,1,1,0,2,0,5,7.873728972882493,200,6
43,6.139946530139937,2.084891331048837,3,3,0,2,0,5,8.236610979543928,200,5
44,7.274769935746196,2.574596223077077,0,0,0,2,0,6,7.912296834715034,200,6
45,9.623956116630914,2.2250582130025656,1,0,1,1,0,5,8.120762965561273,186,5
46,9.787128479912012,2.7804008288940327,0,0,0,3,0,15,7.467984980203927,177,6
47,7.916273487208528,2.040674874464586,3,3,0,1,0,6,8.429391772839166,188,5
48,9.896586323653594,2.604854755717556,0,0,0,2,0,5,7.8650166800860895,200,6
49,0.37890145867826575,0.26610436686407063,1,1,0,1,0,0,6.9463094626479025,200,4
50,6.249163237844033,2.051811854670273,0,0,0,2,0,5,8.216357486500087,200,5
51,5.776445856051064,1.6656119028472145,8,8,0,1,0,6,9.248920607013336,185,5
52,6.874673242073985,2.511322402784982,0,0,0,2,0,5,7.943294207332901,200,6
53,5.630460934359192,1.9533321837871214,0,0,0,2,0,5,8.315699760360683,200,5
54,8.738412909390131,3.298582642809235,0,0,0,3,0,10,7.462337285415302,200,6
55,0.7834213186537706,0.3952326183068118,0,0,0,1,0,4,6.739026836609607,200,5
56,9.001459045956462,2.061129454489968,0,0,0,2,0,5,8.105105494485484,200,5
57,9.896586323653594,2.604854755717556,0,0,0,2,0,5,7.8650166800860895,200,6
58,9.896470497999857,2.5572196014275006,0,0,0,2,0,5,7.885796680834792,200,6
59,9.896586323653594,2.604854755717556,0,0,0,2,0,5,7.8650166800860895,200,6
