sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
0,0.05948589244136952,0.015407542499007212,0,0,0,0,0,0,5.944227713912448,149,2
1,0.1282868106505196,0.05328657279570257,0,0,0,0,0,0,6.37479602931959,191,3
2,0.052170056920552835,0.018607734127877626,0,0,0,0,0,0,5.8407919801367125,149,2
3,0.5364565189751673,0.1079278792238199,0,0,0,1,0,5,8.053441352095382,191,2
4,1.357691920528912,0.26807126697284167,0,0,0,2,0,5,7.615718331637012,200,3
5,0.23190741299152348,0.031086285776389676,0,0,0,1,0,1,6.753405938109177,200,2
6,2.4785891324140263,0.3501582441358005,0,0,0,2,0,5,8.932140139654424,200,2
7,0.6538562069937754,0.07362858931221486,0,0,0,1,0,5,11.123957339843122,128,2
8,1.843340509958766,0.4527094114188832,0,0,0,1,0,5,9.056078188454382,199,3
9,2.397813930339094,0.3485891432579423,0,0,0,2,0,5,8.658980241400029,200,2
10,0.1152621773021877,0.0908651309589795,0,0,0,1,0,4,8.030655788117576,200,2
11,0.3684621230583314,0.11697140237539465,0,0,0,1,0,5,8.831010297312483,130,2
12,0.36212667733745624,0.10491395141684902,0,0,0,1,0,5,9.044955282762842,131,2
13,1.1927391504292506,0.2303104821975884,0,0,0,2,0,5,9.040290902765047,200,2
14,2.4785891324140263,0.3501582441358005,0,0,0,2,0,5,8.932140139654424,200,2
15,2.5609067653345265,0.4957364502415573,0,0,0,2,0,5,8.648099470242814,200,3
16,0.20238200572927897,0.13674590284987947,0,0,0,1,0,3,8.017628389367236,200,3
17,0.07305647088957076,0.048183425830993616,0,0,0,1,0,0,7.289921160919661,200,2
18,0.1595718993608975,0.11090411868338364,0,0,0,1,0,4,7.835480520814796,200,3
19,2.4785891324140263,0.48335309083499967,0,0,0,2,0,5,8.714832591969893,200,3
20,0.07305647088957076,0.048183425830993616,0,0,0,1,0,0,7.289921160919661,200,2
21,2.5609067653345265,0.4957364502415573,0,0,0,2,0,5,8.648099470242814,200,3
22,0.8667032683849363,0.17664672570149778,0,0,0,1,0,5,9.653406233920554,165,2
23,2.614186134083573,0.6314649145364696,0,0,0,2,0,5,8.875515362289326,200,3
24,2.614186134083573,0.6314649145364696,0,0,0,2,0,5,8.875515362289326,200,3
25,0.07305647088957076,0.048183425830993616,0,0,0,1,0,0,7.289921160919661,200,2
26,0.07305647088957076,0.048183425830993616,0,0,0,1,0,0,7.289921160919661,200,2
27,2.614186134083573,0.7137631548373102,2,2,0,2,0,5,8.62930398026315,200,4
28,0.07804215914296675,0.0643304955590797,0,0,0,0,0,3,8.937387318284289,165,2
29,2.719472972794061,0.7628483339429871,2,2,0,2,0,10,9.00741429648224,152,3
30,2.327855808493971,0.5988595752741495,0,0,0,2,0,10,9.341308163547165,161,3
31,1.637690763118929,0.3332687881204228,0,0,0,2,0,10,9.587845442325913,87,2
32,0.8980367698816393,0.27613687047227764,6,6,0,0,0,0,8.564630523767077,159,2
33,3.2010263551537896,1.0979415896859464,4,4,0,2,0,10,8.30607605168997,200,4
34,3.2010263551537896,1.0979415896859464,4,4,0,2,0,10,8.30607605168997,200,4
35,1.9448354490773287,0.39916507292118514,2,2,0,1,0,7,9.677679871162336,200,3
36,7.538468343878121,1.3470810253520813,3,3,0,1,0,8,12.550150929450737,166,3
37,5.715183881455885,1.4101110861223871,0,0,0,1,0,5,12.972027009671548,152,3
38,5.356245104748788,0.6992043800131604,0,0,0,1,0,5,14.778488287559219,152,2
39,4.712908838614977,0.739356867914959,0,0,0,1,0,5,14.219789050973567,157,2
40,0.410558868188431,0.2833722121599887,0,0,0,0,0,0,7.742606184407909,170,3
41,4.712908838614977,0.9126820665084769,3,3,0,1,0,5,13.05018517897338,157,3
42,5.011975844972912,1.1433926899541675,3,3,0,1,0,5,13.527971375299332,157,3
