sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
0,0.030146423575592007,0.0049509503256202295,0,0,0,1,0,0,8.895897740994378,200,2
1,0.4476676287884589,0.12025711027017182,0,0,0,2,0,5,10.75270786293335,200,2
2,0.05573671145899667,0.05203086482772687,0,0,0,1,0,0,9.764437588063542,200,2
3,0.6413901668149287,0.16603615888940845,0,0,0,2,0,5,11.351956007800172,200,2
4,0.04871096691926486,0.04104714365721855,0,0,0,1,0,4,9.663635573008118,200,2
5,0.6413901668149287,0.16603615888940845,0,0,0,2,0,5,11.351956007800172,200,2
6,0.3692640527075035,0.09042982664131743,0,0,0,1,0,5,15.21449881204236,116,2
7,0.5867432517210749,0.11080599821636883,0,0,0,2,0,5,10.276331717599234,200,2
8,0.9392131721563561,0.17492250386890074,2,2,0,1,0,5,11.167039471638843,143,2
9,0.03237238193143932,0.01768181371389545,0,0,0,0,0,2,8.943799985694973,143,2
10,1.9176921103441165,0.3192828634182207,0,0,0,2,0,5,12.723206088020813,200,2
11,2.13474716377202,0.7015462592829328,1,1,0,2,0,5,11.056025916414425,200,3
12,0.36745567538616164,0.11624828498351537,0,0,0,1,0,0,7.805129514985303,200,2
13,0.23466719507381395,0.11090515132046334,0,0,0,1,0,5,15.71457830004537,73,2
14,1.9176921103441165,0.3192828634182207,0,0,0,2,0,5,12.723206088020813,200,2
15,1.9176921103441165,0.3192828634182207,0,0,0,2,0,5,12.723206088020813,200,2
16,2.3355241123615746,0.7216408185188845,0,0,0,2,0,5,10.815063594918977,200,3
17,1.9176921103441165,0.4825735961327698,0,0,0,2,0,5,11.76889594952305,200,3
18,1.5035653993815616,0.662885829056784,0,0,0,2,0,5,10.8150723558736,200,3
19,2.1769179553542655,0.458677795320001,1,1,0,2,0,5,12.137647785858363,200,3
20,0.15068917172024168,0.07481561146735989,0,0,0,1,0,0,7.831572764800048,200,2
21,2.5787292880872656,0.7999254752085382,0,0,0,2,0,5,10.128668643235965,200,3
22,0.029902113202066163,0.004466684442969735,0,0,0,1,0,0,6.791707377027049,200,2
23,2.4369312131330823,0.3975675201078743,0,0,0,2,0,5,11.71430898567267,200,2
24,2.4369312131330823,0.5537240104083513,1,1,0,2,0,5,11.459810437412889,200,3
25,2.5787292880872656,0.7999254752085382,0,0,0,2,0,5,10.128668643235965,200,3
26,0.3844648157038344,0.29236507961060404,0,0,0,1,0,0,7.8400396233564855,200,3
27,2.5787292880872656,1.0832015288230035,0,0,0,2,0,5,9.989331407374229,200,4
28,5.4600244929438775,1.4058527638662692,0,0,0,2,0,5,9.396825787195107,200,4
29,4.848940132602744,1.281392244676599,0,0,0,2,0,5,9.206917826177685,200,4
30,2.0403172637785687,0.8663541741193916,1,1,0,2,0,5,9.807383835455743,200,4
31,2.5787292880872656,0.7999254752085382,0,0,0,2,0,5,10.128668643235965,200,3
32,5.152259860488298,0.9826612861408683,0,0,0,2,0,5,10.439703668428827,200,3
33,5.379811324733819,1.1867642787413513,2,2,0,2,0,5,9.396701951824909,200,4
34,4.866654949720533,1.0034948087656055,0,0,0,2,0,5,10.237353410001518,200,3
35,5.739185156301304,1.269592762779693,0,0,0,1,0,6,10.138814798746475,191,4
36,6.054703443541579,1.4858193515360627,0,0,0,1,0,5,10.153155986249304,191,4
37,5.81753235218504,1.2701371224907552,0,0,0,1,0,5,10.23910143554227,198,4
38,5.49319640649285,1.2807405573061759,0,0,0,1,0,5,10.203573085007267,191,3
39,5.49319640649285,1.3459830324544018,2,2,0,1,0,5,10.837559350013859,191,4
40,0.7583370209238873,0.4427344818103204,4,4,0,0,0,0,7.9998525799938776,185,3
41,0.7958682360786219,0.44085159145469505,16,12,4,0,0,0,7.995477853092628,183,3
42,0.7583370209238873,0.44819353276153956,0,0,0,0,0,1,8.305754451307644,185,4
43,6.122186911246168,1.9942632408164513,0,0,0,3,1,8,9.853544476094894,179,4
44,6.122186911246168,1.9942632408164513,0,0,0,3,1,8,9.853544476094894,179,4
45,6.852126376180229,1.9232246388216743,2,2,0,2,0,13,11.316345209109514,197,4
46,7.190991452942651,2.010966082352291,3,3,0,3,0,15,11.318708613316284,190,4
47,7.833001986789196,1.8799617256027763,3,3,0,2,0,13,11.56649062321902,189,4
48,7.355213275612373,1.757679152969275,3,3,0,2,0,10,11.306604984524258,182,5
49,2.1972814382300596,0.7348348248344838,0,0,0,2,0,11,12.834419595520618,148,3
50,6.635066946316867,1.2392571286333933,0,0,0,2,0,10,11.549120963826555,182,4
51,7.981214424065485,1.9423299462970864,3,3,0,3,0,13,10.444873111724458,200,5
52,5.575605032199799,1.649531463772766,34,29,5,3,0,10,8.529491543630904,200,4
53,7.360955931435732,1.877670421466461,3,3,0,3,0,12,10.44418123889627,200,5
54,7.981214424065485,1.9423299462970864,3,3,0,3,0,13,10.444873111724458,200,5
55,7.833001986789196,2.000914928820511,3,3,0,2,0,13,11.303787118376684,189,5
56,3.188398796425096,0.9515633762421383,2,2,0,2,0,5,8.708342738518386,200,4
57,7.437099774820892,2.06464394502924,3,3,0,3,0,10,9.766859669031778,200,6
58,7.981214424065485,1.9573680990176334,3,3,0,3,0,13,10.419956831300237,200,6
59,4.7611921416937575,1.0587467045826415,0,0,0,3,0,10,11.335950923852394,200,4
60,8.139126950791539,1.957559828680542,3,3,0,3,0,13,10.49842236174867,200,5
61,6.8634608070177325,1.2711084878132644,0,0,0,2,0,5,9.36394890605437,200,4
62,5.490144653043458,1.057883626197308,3,3,0,3,0,10,11.193248058366533,200,4
63,5.735684425667481,1.4114917591132852,3,3,0,3,0,10,10.572358133667192,200,5
64,6.8634608070177325,1.2711084878132644,0,0,0,2,0,5,9.36394890605437,200,4
65,6.320540865212553,1.1579724453656204,0,0,0,2,0,5,9.340046198215905,200,4
66,7.579787704509539,1.836889126857456,3,3,0,3,0,15,10.419891025001682,200,5
67,7.973029570445445,2.8080737327910885,3,3,0,4,0,15,9.786737311824083,200,5
68,5.712228222585462,1.8022420867100386,12,12,0,4,0,15,8.580274952272555,200,5
69,5.490144653043458,1.057883626197308,3,3,0,3,0,10,11.193248058366533,200,4
70,6.8634608070177325,1.2711084878132644,0,0,0,2,0,5,9.36394890605437,200,4
71,6.8634608070177325,1.3540844217588828,3,3,0,2,0,5,10.234449885712353,200,5
72,3.054405922529822,1.1866855457575294,13,13,0,2,0,5,9.048334415679674,200,5
73,8.139126950791539,1.957559828680542,3,3,0,3,0,13,10.49842236174867,200,5
74,6.9246094526159565,1.3298911693694542,3,3,0,3,0,10,10.843142572261598,200,5
75,5.575605032199799,1.649531463772766,34,29,5,3,0,10,8.529491543630904,200,4
76,6.021375277219866,1.2722823675048511,3,3,0,3,0,10,10.424661845724248,200,5
77,6.841584704441584,1.7341899251724413,0,0,0,3,0,13,10.632206519733279,200,5
78,5.778138936642172,1.2902691881025266,3,3,0,3,0,10,10.556497300625338,200,5
79,5.490144653043458,1.111541417419571,3,3,0,3,0,13,10.69010543927643,200,5
80,3.291134098417668,1.00127205815102,7,7,0,3,0,10,9.989911983398718,200,6
81,5.575605032199799,1.6690914501249468,34,29,5,3,0,10,8.620174885542577,200,5
82,5.490144653043458,1.057883626197308,3,3,0,3,0,10,11.193248058366533,200,4
83,8.1584453635579,1.998624260627371,3,3,0,3,0,13,10.49816901913809,200,5
84,5.542271920553918,1.6416119140873409,13,13,0,3,0,15,9.84874712398476,186,4
85,5.058989034806268,1.6159580159616058,9,9,0,2,0,8,8.77771264581538,200,4
86,7.796016661151481,1.966663464061484,1,1,0,3,0,13,10.516641215576326,200,5
87,6.882779219784093,1.2988729355742799,0,0,0,2,0,5,9.363625246570466,200,4
88,8.1584453635579,1.998624260627371,3,3,0,3,0,13,10.49816901913809,200,5
89,7.594517720056122,2.056852950066393,1,1,0,3,0,13,10.558174778652988,200,5
90,5.7552935576093285,1.261706553859392,3,3,0,3,0,10,10.65524572574511,200,5
91,8.087945926192662,1.9326298983041326,3,3,0,3,0,15,10.386064787344695,200,5
92,7.729345466353401,1.7978480486429678,0,0,0,2,0,5,9.553669452687929,200,6
93,5.93733305116456,1.1075409592421646,3,3,0,3,0,10,11.317633698894698,200,4
94,6.928327559812552,1.3999733079403887,0,0,0,2,0,5,9.363999409487494,200,4
95,8.158011023706312,2.0002477967908447,3,3,0,3,0,13,10.498325693649749,200,5
96,8.158011023706312,2.0002477967908447,3,3,0,3,0,13,10.498325693649749,200,5
97,7.8517578306873865,1.6307529342009401,3,3,0,4,0,10,10.123717585263481,200,6
98,8.576072817211076,1.7088776172254938,0,0,0,2,0,5,10.237286158815774,200,4
99,0.3540747770956327,0.1270165382746215,15,4,11,1,0,0,6.526832884800994,200,3
100,3.59387658076862,0.9303333759324143,0,0,0,2,0,5,11.177598291708588,200,3
101,8.575718756786596,1.7091941009853417,0,0,0,2,0,5,10.237486053882373,200,4
102,7.283830561490703,1.6668878351788685,0,0,0,2,0,5,10.443684114730964,200,4
103,7.255704990249989,1.6643057142522633,0,0,0,2,0,5,10.443501767154252,200,4
104,7.579627769248578,1.704893240613044,0,0,0,2,0,5,10.261362053182596,200,4
105,6.498431175258082,1.3115183999205073,0,0,0,1,0,5,12.374924853468316,152,3
106,3.59387658076862,0.9303333759324143,0,0,0,2,0,5,11.177598291708588,200,3
107,3.59387658076862,1.1541453189698214,3,3,0,2,0,5,10.647033384597488,200,4
108,5.253247552043533,1.5255803532306806,0,0,0,2,0,5,10.215986613359242,200,4
109,8.576072817211076,1.7088776172254938,0,0,0,2,0,5,10.237286158815774,200,4
110,2.8715164484346944,1.0053413057828255,3,3,0,2,0,5,10.556856088410365,200,4
111,3.59387658076862,0.9303333759324143,0,0,0,2,0,5,11.177598291708588,200,3
